									Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count
421	true	Empty	Probable E3 ubiquitin-protein ligase DDB_G0283893 OS=Dictyostelium discoideum GN=DDB_G0283893 PE=3 SV=2	sp|Q54QG5|Y3893_DICDI		658 kDa	true	unknown	3	3	0	0	0	0	3	0	0	1	1	0	0	0	2	2
422	true	Empty	50S ribosomal protein L19.	sp|P0A7K6|RL19_ECOLI		13 kDa		unknown	1	1	2	1	0	0	0	0	0	2	0	2	1	2	1	1
423	true	Empty	Cysteine synthase A (EC 2.5.1.47) (O-ace	sp|P0ABK5|CYSK_ECOLI		34 kDa		unknown	5	5	6	2	0	4	0	0	0	5	10	4	2	10	4	5
424	true	Empty	Peroxiredoxin-like protein DDB_G0282517, mitochondrial OS=Dictyostelium discoideum GN=DDB_G0282517 PE=3 SV=1	sp|Q54SE2|PRDXL_DICDI		27 kDa	true	unknown	6	6	1	0	4	2	7	0	0	4	0	0	0	0	5	9
425	true	Empty	Probable phosphoglycerate mutase OS=Dictyostelium discoideum GN=gpmA PE=1 SV=1	sp|Q54NE6|PGAM_DICDI		28 kDa		unknown	3	3	4	0	6	1	10	0	0	7	0	3	1	1	3	6
426	true	Empty	60S ribosomal protein L22 1 OS=Dictyostelium discoideum GN=rpl22 PE=3 SV=1	sp|Q54JE3|RL221_DICDI		13 kDa	true	unknown	5	5	5	1	4	0	1	0	0	10	1	3	2	4	5	4
427	true	Empty	Transcription initiation factor Spt5 OS=Dictyostelium discoideum GN=spt5 PE=4 SV=1	tr|Q54K42|Q54K42_DICDI		126 kDa	true	unknown	2	2	1	0	0	1	0	0	0	1	4	0	0	0	2	1
428	true	Empty	Lysosomal alpha-mannosidase OS=Dictyostelium discoideum GN=manA PE=1 SV=2	sp|P34098|MANA_DICDI		113 kDa		unknown	1	3	10	1	3	1	15	2	2	4	1	0	0	0	3	2
429	true	Empty	40S ribosomal protein S15 OS=Dictyostelium discoideum GN=rps15 PE=3 SV=1	sp|Q54N17|RS15_DICDI		16 kDa	true	unknown	5	5	2	1	2	1	1	0	0	5	1	1	1	1	2	2
430	true	Empty	Probable 3-hydroxyisobutyrate dehydrogenase, mitochondrial OS=Dictyostelium discoideum GN=hibA PE=3 SV=1	sp|Q54CX6|3HIDH_DICDI		34 kDa	true	unknown	6	7	6	1	5	4	9	0	0	7	0	2	2	0	7	8
431	true	Empty	PH domain-containing protein DDB_G0274775 OS=Dictyostelium discoideum GN=DDB_G0274775 PE=4 SV=1	sp|Q86IV4|Y4775_DICDI		51 kDa		unknown	5	5	3	0	6	6	6	2	0	7	4	2	0	3	3	5
432	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0191770 PE=4 SV=1	tr|Q54CA5|Q54CA5_DICDI		231 kDa	true	unknown	0	0	0	0	1	3	0	0	0	9	1	2	0	10	10	22
433	true	Empty	Talin-A OS=Dictyostelium discoideum GN=talA PE=1 SV=3	sp|P54633|TALA_DICDI		268 kDa	true	unknown	0	1	0	1	4	13	1	0	0	5	8	15	0	0	1	4
434	true	Empty	Probable UDP-glucose:glycoprotein glucosyltransferase A OS=Dictyostelium discoideum GN=ggtA PE=1 SV=2	sp|Q8T191|UGGG_DICDI		193 kDa	true	unknown	0	0	6	0	3	8	11	0	0	2	0	0	0	4	2	10
435	true	Empty	Small glutamine-rich tetratricopeptide repeat-containing protein OS=Dictyostelium discoideum GN=sgt PE=1 SV=1	sp|Q54VG4|SGT_DICDI		37 kDa	true	unknown	7	8	5	0	8	6	0	0	0	6	1	3	0	0	4	3
436	true	Empty	Protein pkiA OS=Dictyostelium discoideum GN=pkiA PE=1 SV=2	sp|Q23921|PKIA_DICDI		14 kDa	true	unknown	0	0	4	3	6	0	1	0	0	3	0	0	0	2	4	4
437	true	Empty	Rho-related protein racE OS=Dictyostelium discoideum GN=racE PE=1 SV=1	sp|Q23862|RACE_DICDI		24 kDa	true	unknown	3	3	2	0	4	1	0	0	0	6	1	2	1	5	5	5
438	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0191671 PE=4 SV=1	tr|Q54CK4|Q54CK4_DICDI		39 kDa	true	unknown	3	3	0	0	0	0	2	0	0	1	0	0	0	2	1	2
439	true	Empty	Probable thymidylate synthase thy1 OS=Dictyostelium discoideum GN=thyA PE=3 SV=2	sp|P15808|THY1_DICDI		35 kDa		unknown	3	4	1	1	6	4	8	0	0	7	2	0	0	0	6	6
440	true	Empty	Formimidoyltransferase-cyclodeaminase OS=Dictyostelium discoideum GN=ftcd PE=3 SV=1	sp|Q54JL3|FTCD_DICDI		59 kDa		unknown	1	3	10	0	3	2	16	4	0	7	1	2	0	0	4	7
441	true	Empty	Protein transport protein SEC31 OS=Dictyostelium discoideum GN=sec31 PE=3 SV=1	sp|Q55CT5|SEC31_DICDI		150 kDa	true	unknown	3	4	2	0	3	10	2	3	0	10	7	3	0	0	5	8
442	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0190990 PE=4 SV=1	tr|Q55BV1|Q55BV1_DICDI		71 kDa	true	unknown	8	9	3	0	5	3	4	4	2	6	5	1	2	3	2	4
443	true	Empty	Aldehyde dehydrogenase OS=Dictyostelium discoideum GN=DDB_G0290537 PE=3 SV=1	tr|Q54FY1|Q54FY1_DICDI		54 kDa	true	unknown	0	2	11	0	7	8	13	4	1	8	7	3	0	0	4	5
444	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_G0289265 PE=4 SV=1	tr|Q54HR9|Q54HR9_DICDI		52 kDa		unknown	4	4	5	1	5	3	7	3	2	5	1	5	0	8	5	7
445	true	Empty	Probable malate dehydrogenase 1 OS=Dictyostelium discoideum GN=mdhA PE=3 SV=1	sp|Q54GE6|MDHA_DICDI		42 kDa	true	unknown	5	6	4	3	4	3	6	0	0	5	2	2	2	2	3	4
446	true	Empty	50S ribosomal protein L2.	sp|P60422|RL2_ECOLI		30 kDa	true	unknown	3	3	3	4	0	3	0	0	0	1	7	4	0	5	0	2
447	true	Empty	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial OS=Dictyostelium discoideum GN=pck2 PE=3 SV=1	sp|Q869Z4|PCKGM_DICDI		72 kDa		unknown	2	6	7	0	4	0	7	1	0	8	0	4	0	0	0	5
448	true	Empty	V-type proton ATPase subunit d OS=Dictyostelium discoideum GN=vatD-1 PE=1 SV=2	sp|P54641|VA0D_DICDI		41 kDa		unknown	5	5	1	3	7	5	8	0	0	8	8	1	0	0	1	1
449	true	Empty	Aldehyde dehydrogenase OS=Dictyostelium discoideum GN=DDB_G0270028 PE=4 SV=1	tr|Q55CJ9|Q55CJ9_DICDI		54 kDa	true	unknown	5	5	0	0	6	2	12	1	0	9	7	4	0	0	0	2
450	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0217007 PE=4 SV=1	tr|Q75JT6|Q75JT6_DICDI		36 kDa	true	unknown	7	8	5	0	6	3	10	0	0	4	1	2	1	0	2	1
451	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0206556 PE=4 SV=2	tr|Q86KZ6|Q86KZ6_DICDI		36 kDa	true	unknown	4	5	3	0	7	3	7	0	0	3	2	0	0	0	7	13
452	true	Empty	Peroxisomal acyl-coenzyme A oxidase 1 OS=Dictyostelium discoideum GN=acox1 PE=3 SV=1	sp|Q54GQ6|ACOX1_DICDI		80 kDa	true	unknown	5	8	5	2	3	3	10	0	0	7	4	0	0	1	0	7
453	true	Empty	Coatomer subunit alpha OS=Dictyostelium discoideum GN=copa PE=3 SV=1	sp|Q55FR9|COPA_DICDI		139 kDa	true	unknown	0	0	6	0	1	12	5	2	0	3	5	6	0	0	10	6
454	true	Empty	ATP-dependent hsl protease ATP-binding s	sp|P0A6H5|HSLU_ECOLI		50 kDa	true	unknown	1	2	0	2	0	10	0	0	0	0	15	10	0	6	0	0
455	true	Empty	Alkyldihydroxyacetonephosphate synthase OS=Dictyostelium discoideum GN=eapA PE=1 SV=1	sp|O96759|ADAS_DICDI		69 kDa	true	unknown	2	4	2	0	3	3	9	6	0	0	2	2	2	7	0	4
456	true	Empty	Phosphatidylethanolamine-binding protein PEBP OS=Dictyostelium discoideum GN=DDB_0185683 PE=4 SV=1	tr|Q54QK0|Q54QK0_DICDI		22 kDa	true	unknown	5	5	3	2	6	5	5	0	0	5	3	3	0	0	5	5
457	true	Empty	Probable succinyl-CoA:3-ketoacid-coenzyme A transferase, mitochondrial OS=Dictyostelium discoideum GN=oxct1 PE=3 SV=1	sp|Q54JD9|SCOT_DICDI		55 kDa	true	unknown	2	3	8	0	7	3	0	2	0	7	2	5	1	1	10	3
458	true	Empty	40S ribosomal protein S17 OS=Dictyostelium discoideum GN=rps17 PE=3 SV=2	sp|P42520|RS17_DICDI		16 kDa		unknown	4	4	3	0	1	1	0	0	0	9	0	0	0	0	4	5
459	true	Empty	Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Dictyostelium discoideum GN=scsC PE=3 SV=1	sp|Q55AI5|SUCB1_DICDI		48 kDa		unknown	1	3	2	0	11	7	1	0	0	3	0	4	0	0	6	3
460	true	Empty	Uncharacterized protein DDB_G0279527 OS=Dictyostelium discoideum GN=DDB_G0279527 PE=1 SV=1	sp|Q54WN8|Y7952_DICDI		144 kDa	true	unknown	1	3	6	0	4	11	0	0	0	7	1	0	0	5	3	15
461	true	Empty	Coactosin OS=Dictyostelium discoideum GN=coaA PE=1 SV=1	sp|P34121|COAA_DICDI		16 kDa	true	unknown	1	1	5	1	3	1	2	0	0	2	1	0	0	1	4	3
462	true	Empty	AAA+ ATPase, core domain-containing protein OS=Dictyostelium discoideum GN=DDB_G0273573 PE=4 SV=3	tr|Q557G6|Q557G6_DICDI (+1)		652 kDa	true	unknown	1	2	0	0	0	9	2	0	0	1	1	0	0	1	0	0
463	true	Empty	DNA topoisomerase I (EC 5.99.1.2) (Omega	sp|P06612|TOP1_ECOLI		97 kDa	true	unknown	0	1	0	0	0	0	0	0	0	0	10	4	1	1	0	0
464	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0186283 PE=4 SV=1	tr|Q54NV9|Q54NV9_DICDI		46 kDa		unknown	0	6	0	2	5	4	9	0	1	10	3	1	0	10	5	6
465	true	Empty	30S ribosomal protein S3.	sp|P0A7V3|RS3_ECOLI		26 kDa		unknown	4	4	2	6	0	7	1	0	0	3	6	6	1	3	3	0
466	true	Empty	Alanyl-tRNA synthetase (EC 6.1.1.7) (Ala	sp|P00957|SYA_ECOLI		96 kDa	true	unknown	0	2	1	0	1	6	0	3	0	1	20	14	1	9	3	0
467	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0188719 PE=4 SV=1	tr|Q54GL1|Q54GL1_DICDI		175 kDa	true	unknown	1	1	1	0	0	1	0	0	0	2	3	2	0	0	1	1
468	true	Empty	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit swp1 OS=Dictyostelium discoideum GN=swp1 PE=3 SV=1	sp|Q54HG9|RPN2_DICDI		76 kDa		unknown	1	2	4	1	4	0	16	1	1	1	4	0	0	1	0	12
469	true	Empty	UTP--glucose-1-phosphate uridylyltransferase 1 OS=Dictyostelium discoideum GN=uppA PE=2 SV=2	sp|P08800|UGPA1_DICDI		58 kDa	true	unknown	1	1	8	0	6	3	11	5	0	3	4	2	0	0	3	3
470	true	Empty	60S ribosomal protein L22 2 OS=Dictyostelium discoideum GN=rpl22a PE=3 SV=1	sp|Q54GK6|RL222_DICDI		13 kDa	true	unknown	1	1	1	0	1	1	0	0	0	3	0	0	1	1	1	2
471	true	Empty	AP-1 complex subunit beta OS=Dictyostelium discoideum GN=ap1b1 PE=3 SV=1	sp|Q54X82|AP1B_DICDI		107 kDa	true	unknown	2	1	2	0	5	5	5	1	0	5	4	2	1	0	2	4
472	true	Empty	Profilin-2 OS=Dictyostelium discoideum GN=proB PE=1 SV=1	sp|P26200|PROF2_DICDI		13 kDa		unknown	0	0	13	0	2	0	3	0	0	3	0	0	1	0	2	4
473	true	Empty	30S ribosomal protein S4.	sp|P0A7V8|RS4_ECOLI		23 kDa		unknown	1	1	3	3	0	3	2	0	0	4	7	3	0	4	4	1
474	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0168417 PE=4 SV=1	tr|Q86JG3|Q86JG3_DICDI		86 kDa	true	unknown	2	5	0	0	2	7	4	4	0	6	8	1	0	3	5	8
475	true	Empty	40S ribosomal protein S15a OS=Dictyostelium discoideum GN=rps15a PE=2 SV=3	sp|P46793|RS15A_DICDI		15 kDa		unknown	0	0	7	2	4	0	1	0	0	7	0	0	0	5	5	5
476	true	Empty	Putative uncharacterized protein dnajc13 OS=Dictyostelium discoideum GN=dnajc13 PE=4 SV=1	tr|Q54LZ3|Q54LZ3_DICDI		292 kDa	true	unknown	0	1	4	0	1	4	1	2	0	11	0	1	0	0	11	11
477	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0216913 PE=4 SV=1	tr|Q55AN3|Q55AN3_DICDI		52 kDa	true	unknown	5	6	5	3	8	1	0	1	0	8	2	3	0	10	3	7
478	true	Empty	50S ribosomal protein L5.	sp|P62399|RL5_ECOLI		20 kDa		unknown	1	1	6	2	0	2	0	0	0	3	11	7	1	3	4	1
479	true	Empty	GTP-binding protein Sar1A OS=Dictyostelium discoideum GN=sarA PE=1 SV=1	sp|Q559R0|SAR1A_DICDI		21 kDa		unknown	6	6	0	0	5	0	2	0	0	2	4	4	3	1	5	5
480	true	Empty	CBS domain-containing protein OS=Dictyostelium discoideum GN=sigI PE=4 SV=1	tr|Q8T849|Q8T849_DICDI		34 kDa	true	unknown	7	9	0	0	0	2	1	0	0	7	0	0	0	0	8	7
481	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0189736 PE=4 SV=1	tr|Q55FM2|Q55FM2_DICDI		72 kDa	true	unknown	4	4	1	0	5	4	2	0	1	9	4	3	0	1	5	4
482	true	Empty	Argonaut-like protein OS=Dictyostelium discoideum GN=agnA PE=4 SV=1	tr|Q7KWS3|Q7KWS3_DICDI		111 kDa	true	unknown	2	6	8	0	3	1	14	1	0	4	1	1	0	1	0	2
483	true	Empty	T-complex protein 1 subunit gamma OS=Dictyostelium discoideum GN=cct3 PE=1 SV=1	sp|Q54TH8|TCPG_DICDI		59 kDa	true	unknown	1	2	0	0	0	0	0	4	0	2	7	10	4	0	3	7
484	true	Empty	Putative uncharacterized protein gxcM OS=Dictyostelium discoideum GN=gxcM PE=4 SV=1	rtr|Q1ZXN6|Q1ZXN6_DICDI		?	true	unknown	1	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0
485	true	Empty	50S ribosomal protein L4.	sp|P60723|RL4_ECOLI		22 kDa	true	unknown	4	4	3	3	1	3	2	0	0	2	5	6	1	4	4	1
486	true	Empty	Methylenetetrahydrofolate dehydrogenase [NAD+] OS=Dictyostelium discoideum GN=thfA PE=3 SV=1	sp|Q86KU6|MTD1_DICDI		35 kDa		unknown	3	4	3	0	8	4	6	0	0	6	0	0	0	0	5	9
487	true	Empty	Trigger factor (TF).	sp|P0A850|TIG_ECOLI		48 kDa	true	unknown	0	0	3	2	0	5	2	3	0	0	11	7	0	8	2	0
488	true	Empty	Rod shape-determining protein mreB.	sp|P0A9X4|MREB_ECOLI		37 kDa		unknown	0	0	0	5	0	7	0	0	0	0	10	11	7	0	3	0
489	true	Empty	Calcium up-regulated protein F OS=Dictyostelium discoideum GN=cupF PE=2 SV=2	sp|Q7Z1I0|CUPF_DICDI		85 kDa	true	unknown	2	5	8	0	1	5	10	0	0	8	1	0	0	0	1	4
490	true	Empty	Autocrine proliferation repressor protein A OS=Dictyostelium discoideum GN=aprA PE=1 SV=1	sp|Q5XM24|APRA_DICDI		55 kDa	true	unknown	1	3	8	3	3	2	11	1	0	3	2	1	0	0	0	2
491	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0168777 PE=4 SV=1	tr|Q75JS7|Q75JS7_DICDI		96 kDa	true	unknown	3	8	0	0	0	5	2	0	3	8	4	1	0	0	2	7
492	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_G0272182 PE=4 SV=1	tr|Q75JW5|Q75JW5_DICDI		91 kDa	true	unknown	4	8	1	0	2	7	2	2	1	6	4	5	0	0	7	13
493	true	Empty	26S proteasome non-ATPase regulatory subunit 13 OS=Dictyostelium discoideum GN=psmD13 PE=2 SV=1	sp|Q54NQ0|PSD13_DICDI		44 kDa	true	unknown	4	6	4	0	3	2	8	0	0	9	3	5	1	0	5	3
494	true	Empty	Proteasome subunit alpha type-4 OS=Dictyostelium discoideum GN=psmA4 PE=2 SV=1	sp|P34119|PSA4_DICDI		28 kDa	true	unknown	6	6	2	0	3	3	11	0	0	7	3	2	0	0	5	3
495	true	Empty	Probable methionyl-tRNA synthetase, cytoplasmic OS=Dictyostelium discoideum GN=metS PE=3 SV=1	sp|Q54X95|SYMC_DICDI		83 kDa		unknown	1	8	6	0	6	5	4	2	0	6	3	1	0	0	2	10
496	true	Empty	Luminal-binding protein 1 OS=Dictyostelium discoideum GN=bip1-1 PE=3 SV=1	sp|Q556U6|BIP1_DICDI		105 kDa	true	unknown	2	2	4	0	5	3	11	0	0	6	5	0	0	1	3	9
497	true	Empty	Ribose-phosphate pyrophosphokinase A OS=Dictyostelium discoideum GN=prsA PE=1 SV=1	sp|Q54PA9|PRPSA_DICDI		34 kDa		unknown	4	3	0	0	5	3	9	0	0	9	2	3	1	0	6	5
498	true	Empty	Ras-related protein RabG2 OS=Dictyostelium discoideum GN=rabG2 PE=3 SV=2	sp|Q54FL2|RABG2_DICDI		22 kDa	true	unknown	6	6	4	0	4	0	1	0	0	3	0	0	0	1	3	3
499	true	Empty	Putative uncharacterized protein cnxA OS=Dictyostelium discoideum GN=cnxA PE=3 SV=1	tr|Q55BA8|Q55BA8_DICDI		61 kDa	true	unknown	2	4	4	0	2	6	7	1	0	2	3	1	1	4	4	5
500	true	Empty	Malate synthase OS=Dictyostelium discoideum GN=masA PE=2 SV=2	sp|Q8T2K9|MASY_DICDI		62 kDa	true	unknown	3	3	8	4	7	1	7	1	0	1	0	1	0	0	1	4
501	true	Empty	60S ribosomal protein L24 OS=Dictyostelium discoideum GN=rpl24 PE=3 SV=1	sp|Q54VN6|RL24_DICDI		15 kDa	true	unknown	2	2	1	0	2	0	0	0	0	5	1	0	0	2	1	2
502	true	Empty	Cystatin-A1 OS=Dictyostelium discoideum GN=cpiA PE=2 SV=1	sp|Q65YR8|CYTA1_DICDI		10 kDa		unknown	2	2	9	3	6	0	6	0	0	2	2	0	0	3	6	2
503	true	Empty	Phosphoglycerate kinase (EC 2.7.2.3).	sp|P0A799|PGK_ECOLI		41 kDa		unknown	2	2	3	2	0	2	0	0	0	3	9	8	1	8	7	2
504	true	Empty	Proteasome subunit beta type-5 OS=Dictyostelium discoideum GN=psmB5 PE=1 SV=1	sp|Q54BC8|PSB5_DICDI		30 kDa	true	unknown	6	6	5	0	6	3	9	0	0	7	1	5	0	0	4	4
505	true	Empty	Alpha-mannosidase G OS=Dictyostelium discoideum GN=manG PE=1 SV=1	sp|Q54K67|MANG_DICDI		124 kDa	true	unknown	4	4	10	0	3	2	7	0	0	6	2	1	0	0	0	9
506	true	Empty	Translational activator gcn1 OS=Dictyostelium discoideum GN=gcn1l1 PE=3 SV=1	sp|Q54WR2|GCN1L_DICDI		299 kDa	true	unknown	0	0	0	0	4	3	0	0	0	5	6	9	0	0	4	9
507	true	Empty	Eukaryotic translation initiation factor 3 subunit M OS=Dictyostelium discoideum GN=eif3m PE=1 SV=1	sp|Q54KZ8|EIF3M_DICDI		47 kDa	true	unknown	0	3	2	0	10	6	12	0	0	5	0	4	0	0	8	5
508	true	Empty	30S ribosomal protein S7.	sp|P02359|RS7_ECOLI		20 kDa		unknown	3	3	6	3	0	1	0	0	0	1	5	3	1	4	2	2
509	true	Empty	Delta-aminolevulinic acid dehydratase OS=Dictyostelium discoideum GN=alad PE=3 SV=2	sp|Q55E06|HEM2_DICDI		37 kDa	true	unknown	2	4	4	0	3	0	4	0	0	7	3	1	0	0	5	1
510	true	Empty	ATP synthase subunit O, mitochondrial OS=Dictyostelium discoideum GN=atp5O PE=3 SV=1	sp|Q54RA8|ATPO_DICDI		33 kDa	true	unknown	6	6	1	2	10	7	5	0	0	4	3	2	1	2	5	8
511	true	Empty	Cofilin-1 OS=Dictyostelium discoideum GN=cofA PE=1 SV=1	sp|P54706|COF1_DICDI		15 kDa	true	unknown	4	4	9	0	2	0	1	0	0	7	0	0	0	1	5	5
512	true	Empty	Probable lanosterol 14-alpha demethylase OS=Dictyostelium discoideum GN=cyp51 PE=3 SV=1	sp|Q1ZXH9|CP51_DICDI		53 kDa	true	unknown	5	9	0	0	3	5	2	2	0	2	0	1	0	7	7	2
513	true	Empty	Aconitate hydratase 2 (EC 4.2.1.3) (Citr	sp|P36683|ACON2_ECOLI		94 kDa	true	unknown	3	5	2	1	0	8	0	0	0	1	12	6	0	14	4	0
514	true	Empty	26S proteasome non-ATPase regulatory subunit 12 OS=Dictyostelium discoideum GN=psmD12 PE=2 SV=1	sp|Q54UJ0|PSD12_DICDI		52 kDa	true	unknown	7	8	1	0	5	8	8	1	0	14	0	3	0	0	5	2
515	true	Empty	Short-chain dehydrogenase/reductase family protein OS=Dictyostelium discoideum GN=DDB_0188270 PE=3 SV=1	tr|Q54HZ2|Q54HZ2_DICDI		32 kDa	true	unknown	5	5	0	0	4	1	13	0	0	4	0	0	0	0	3	4
516	true	Empty	Vacuolar protein sorting-associated protein 29 OS=Dictyostelium discoideum GN=vps29 PE=3 SV=1	sp|Q54IF7|VPS29_DICDI		20 kDa	true	unknown	4	4	5	0	2	1	3	0	0	4	1	2	0	1	4	2
517	true	Empty	Neutral alpha-glucosidase AB OS=Dictyostelium discoideum GN=modA PE=3 SV=1	sp|Q94502|GANAB_DICDI		109 kDa	true	unknown	6	6	5	0	3	2	10	2	0	7	1	0	0	2	2	5
518	true	Empty	Alpha-soluble NSF attachment protein OS=Dictyostelium discoideum GN=snpA PE=1 SV=1	sp|Q54NP6|SNAA_DICDI		32 kDa		unknown	4	6	2	2	5	3	0	0	0	8	0	4	0	6	6	7
519	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0205217 PE=4 SV=1	tr|Q54VB8|Q54VB8_DICDI		33 kDa	true	unknown	6	6	0	2	5	1	6	0	0	5	1	3	0	0	2	3
520	true	Empty	Proliferating cell nuclear antigen OS=Dictyostelium discoideum GN=pcna PE=3 SV=1	sp|Q54K47|PCNA_DICDI		28 kDa		unknown	1	1	2	0	1	1	13	0	0	10	2	3	2	0	4	6
521	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0202221 PE=4 SV=1	rtr|Q55FJ4|Q55FJ4_DICDI		?	true	unknown	1	2	0	1	1	1	0	0	0	0	0	1	0	1	0	1
522	true	Empty	GTP cyclohydrolase 1 OS=Dictyostelium discoideum GN=gchA PE=1 SV=2	sp|Q94465|GCH1_DICDI		26 kDa	true	unknown	4	4	0	0	4	1	6	0	0	5	3	0	0	0	3	4
523	true	Empty	Ras-related protein Rab-6 OS=Dictyostelium discoideum GN=rab6 PE=3 SV=1	sp|Q55FK2|RAB6_DICDI		23 kDa	true	unknown	4	4	0	0	1	3	3	0	0	0	1	0	0	0	2	0
524	true	Empty	Probable enoyl-CoA hydratase, mitochondrial OS=Dictyostelium discoideum GN=echs1 PE=3 SV=1	sp|Q1ZXF1|ECHM_DICDI		30 kDa	true	unknown	3	6	0	1	3	0	10	0	0	7	0	0	0	0	6	3
525	true	Empty	Proteasome subunit alpha type-5 OS=Dictyostelium discoideum GN=psmA5 PE=3 SV=1	sp|Q55G04|PSA5_DICDI		27 kDa		unknown	6	6	2	0	4	3	6	0	0	7	2	2	1	0	2	5
526	true	Empty	60S ribosomal protein L32 OS=Dictyostelium discoideum GN=rpl32 PE=3 SV=1	sp|Q55AB5|RL32_DICDI		15 kDa	true	unknown	5	5	3	0	4	1	0	0	0	4	0	1	0	2	1	3
527	true	Empty	Glycerol kinase (EC 2.7.1.30) (ATP:glyce	sp|P0A6F3|GLPK_ECOLI		56 kDa	true	unknown	0	0	0	0	0	1	0	2	0	2	2	15	5	15	2	0
528	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_G0271892 PE=4 SV=1	tr|Q869Z5|Q869Z5_DICDI		26 kDa		unknown	9	9	0	0	4	2	4	0	0	1	2	2	0	0	1	0
529	true	Empty	UTP--glucose-1-phosphate uridylyltransferase 2 OS=Dictyostelium discoideum GN=ugpB PE=2 SV=1	sp|Q54YZ0|UGPA2_DICDI		56 kDa		unknown	0	3	5	0	8	6	2	5	0	7	3	3	0	0	5	5
530	true	Empty	26S protease regulatory subunit S10B OS=Dictyostelium discoideum GN=psmC6 PE=1 SV=1	sp|Q54PJ1|PRS10_DICDI		44 kDa	true	unknown	5	4	4	0	3	6	2	0	0	3	3	7	0	0	7	4
531	true	Empty	Eukaryotic translation initiation factor 3 subunit B OS=Dictyostelium discoideum GN=eif3b PE=3 SV=2	sp|Q54QW1|EIF3B_DICDI		78 kDa		unknown	1	3	5	0	1	3	5	1	0	3	4	3	0	0	3	8
532	true	Empty	Probable importin-5 homolog OS=Dictyostelium discoideum GN=DDB_G0291650 PE=3 SV=1	sp|Q54EW3|IPO5_DICDI		120 kDa	true	unknown	5	5	0	0	1	6	4	0	0	0	0	2	0	0	0	6
533	true	Empty	Enolase (EC 4.2.1.11) (2-phosphoglycerat	sp|P0A6P9|ENO_ECOLI		46 kDa		unknown	0	1	0	0	0	0	0	1	0	2	13	7	0	10	5	0
534	true	Empty	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial OS=Dictyostelium discoideum GN=ndufa9 PE=3 SV=1	sp|Q559Z0|NDUA9_DICDI		40 kDa	true	unknown	3	4	0	3	4	0	8	0	0	3	10	0	0	0	1	5
535	true	Empty	Proteasome subunit beta type-1 OS=Dictyostelium discoideum GN=psmB1 PE=3 SV=1	sp|Q86A21|PSB1_DICDI		26 kDa	true	unknown	5	5	2	0	3	3	11	0	0	7	1	2	0	0	6	4
536	true	Empty	NAD-dependent epimerase/dehydratase family protein OS=Dictyostelium discoideum GN=DDB_0169112 PE=1 SV=1	tr|Q86AQ3|Q86AQ3_DICDI		37 kDa	true	unknown	0	3	0	0	1	1	5	0	0	3	3	1	0	0	0	2
537	true	Empty	26S proteasome non-ATPase regulatory subunit 6 OS=Dictyostelium discoideum GN=psmD6 PE=2 SV=1	sp|Q55C75|PSMD6_DICDI		44 kDa	true	unknown	4	4	3	0	5	7	7	0	0	12	1	3	1	0	5	7
538	true	Empty	Probable alanine aminotransferase, mitochondrial OS=Dictyostelium discoideum GN=gpt PE=3 SV=1	sp|Q54MJ7|ALAM_DICDI		59 kDa	true	unknown	1	2	5	0	4	1	8	2	0	8	2	3	0	0	7	7
539	true	Empty	Prolyl-tRNA synthetase OS=Dictyostelium discoideum GN=proS PE=3 SV=1	tr|Q54Q07|Q54Q07_DICDI		62 kDa	true	unknown	0	0	0	0	3	0	13	1	0	7	9	2	0	0	0	6
