long_id	uniprot	mw	is_grouping	spectral_count	bait	condition
DnaJ homolog subfamily A member 2 (Fragment) OS=Homo sapiens GN=DNAJA2 PE=4 SV=1	tr|H3BMW5|H3BMW5_HUMAN	15	NA	2	Galphai	AluFl
Dual-specificity RNA methyltransferase RlmN OS=Escherichia coli GN=yfgB PE=3 SV=1	tr|E2QPY3|E2QPY3_ECOLX	43	TRUE	0	Galphai	AluFl
Translation initiation factor IF-2 OS=Escherichia coli GN=infB PE=3 SV=1	tr|E2QEK3|E2QEK3_ECOLX	97	NA	0	Galphai	AluFl
Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens GN=EIF3F PE=2 SV=1	tr|B3KSH1|B3KSH1_HUMAN (+3)	39	NA	2	Galphai	AluFl
Heat shock 70 kDa protein 1-like OS=Homo sapiens GN=HSPA1L PE=2 SV=1	tr|B4DXY3|B4DXY3_HUMAN (+7)	58	NA	0	Galphai	AluFl
Peptidyl-prolyl cis-trans isomerase FKBP5 OS=Homo sapiens GN=FKBP5 PE=2 SV=1	tr|B7Z7Z8|B7Z7Z8_HUMAN	32	NA	5	Galphai	AluFl
Histone H2B OS=Homo sapiens GN=HIST2H2BF PE=2 SV=1	tr|B4DR52|B4DR52_HUMAN	18	TRUE	0	Galphai	AluFl
ADP-ribosylation factor 3 OS=Homo sapiens GN=ARF3 PE=2 SV=1	tr|B7ZB63|B7ZB63_HUMAN (+2)	16	NA	5	Galphai	AluFl
Bridging integrator 2 OS=Homo sapiens GN=BIN2 PE=4 SV=1	tr|F5H0W4|F5H0W4_HUMAN (+1)	59	TRUE	5	Galphai	AluFl
Elongation factor 4 OS=Escherichia coli GN=lepA PE=3 SV=1	tr|E2QQ29|E2QQ29_ECOLX	67	NA	0	Galphai	AluFl
26S protease regulatory subunit 7 (Fragment) OS=Homo sapiens GN=PSMC2 PE=4 SV=1	tr|C9JLS9|C9JLS9_HUMAN	15	NA	7	Galphai	AluFl
Protein disulfide-isomerase A6 OS=Homo sapiens GN=PDIA6 PE=3 SV=1	tr|B5MCQ5|B5MCQ5_HUMAN (+2)	53	NA	6	Galphai	AluFl
T-complex protein 1 subunit delta OS=Homo sapiens GN=CCT4 PE=3 SV=1	tr|F5H5W3|F5H5W3_HUMAN	55	NA	5	Galphai	AluFl
Ras-related protein Rap-1b (Fragment) OS=Homo sapiens GN=RAP1B PE=4 SV=1	tr|E7ESV4|E7ESV4_HUMAN (+4)	18	NA	7	Galphai	AluFl
Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha OS=Homo sapiens GN=PIP4K2A PE=2 SV=1	tr|B4DGX2|B4DGX2_HUMAN	40	NA	7	Galphai	AluFl
Lysozyme C OS=Homo sapiens GN=LYZ PE=3 SV=1	tr|F8VV32|F8VV32_HUMAN	11	NA	8	Galphai	AluFl
Cell division control protein 42 homolog OS=Homo sapiens GN=CDC42 PE=3 SV=1	tr|E7ETU3|E7ETU3_HUMAN	27	TRUE	4	Galphai	AluFl
Protein disulfide-isomerase OS=Homo sapiens GN=P4HB PE=3 SV=1	tr|F5H8J2|F5H8J2_HUMAN (+1)	51	NA	11	Galphai	AluFl
Phosphodiesterase 5A, cGMP-specific, isoform CRA_a OS=Homo sapiens GN=PDE5A PE=4 SV=1	tr|G5E9C5|G5E9C5_HUMAN	94	NA	9	Galphai	AluFl
Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Homo sapiens GN=GNB2 PE=4 SV=1	tr|E7EP32|E7EP32_HUMAN	32	NA	0	Galphai	AluFl
Protein PRRC2A OS=Homo sapiens GN=PRRC2A PE=4 SV=1	REVtr|F8VVM9|F8VVM9_HUMAN (+10)	146	NA	2	Galphai	AluFl
Dihydropyrimidinase-related protein 1 OS=Homo sapiens GN=CRMP1 PE=4 SV=1	tr|E9PD68|E9PD68_HUMAN	62	NA	5	Galphai	AluFl
Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens GN=TRAP1 PE=3 SV=1	tr|F5H897|F5H897_HUMAN (+3)	74	NA	3	Galphai	AluFl
CAD protein OS=Homo sapiens GN=CAD PE=3 SV=1	tr|F8VPD4|F8VPD4_HUMAN	236	TRUE	3	Galphai	AluFl
DENN domain-containing protein 4C OS=Homo sapiens GN=DENND4C PE=2 SV=1	tr|B7Z660|B7Z660_HUMAN	110	NA	0	Galphai	AluFl
Annexin OS=Homo sapiens GN=ANXA11 PE=2 SV=1	tr|B4DVE7|B4DVE7_HUMAN (+1)	51	NA	5	Galphai	AluFl
GRIP1-associated protein 1 OS=Homo sapiens GN=GRIPAP1 PE=4 SV=1	tr|B1B0M1|B1B0M1_HUMAN	91	NA	2	Galphai	AluFl
2-oxoglutarate dehydrogenase E1 component OS=Escherichia coli GN=sucA PE=4 SV=1	tr|E2QI99|E2QI99_ECOLX (+1)	105	NA	0	Galphai	AluFl
Proteasome subunit alpha type-1 OS=Homo sapiens GN=PSMA1 PE=4 SV=1	tr|F5GX11|F5GX11_HUMAN	27	TRUE	3	Galphai	AluFl
Isoform 2 of Structural maintenance of chromosomes flexible hinge domain-containing protein 1 OS=Homo sapiens GN=SMCHD1	sp|A6NHR9-2|SMHD1_HUMAN (+1)	216	TRUE	2	Galphai	AluFl
Kinesin-like protein KIF2A OS=Homo sapiens GN=KIF2A PE=3 SV=1	tr|E9PB70|E9PB70_HUMAN	78	NA	2	Galphai	AluFl
Vacuolar protein sorting-associated protein 26B OS=Homo sapiens GN=VPS26B PE=4 SV=1	tr|E9PRT4|E9PRT4_HUMAN	38	NA	5	Galphai	AluFl
30S ribosomal protein S1 OS=Escherichia coli GN=rpsA PE=3 SV=1	tr|C3TGB2|C3TGB2_ECOLX	61	NA	0	Galphai	AluFl
Cytohesin-1 OS=Homo sapiens GN=CYTH1 PE=2 SV=1	tr|B7Z1T4|B7Z1T4_HUMAN (+1)	39	NA	0	Galphai	AluFl
cAMP-dependent protein kinase catalytic subunit beta OS=Homo sapiens GN=PRKACB PE=4 SV=2	tr|C9JK39|C9JK39_HUMAN (+1)	41	TRUE	3	Galphai	AluFl
5'-AMP-activated protein kinase subunit gamma-1 OS=Homo sapiens GN=PRKAG1 PE=2 SV=1	tr|B4DDT7|B4DDT7_HUMAN (+5)	34	TRUE	7	Galphai	AluFl
Cytosolic purine 5'-nucleotidase OS=Homo sapiens GN=NT5C2 PE=2 SV=1	tr|B7Z382|B7Z382_HUMAN	61	NA	10	Galphai	AluFl
Serine/threonine-protein kinase MST4 OS=Homo sapiens GN=MST4 PE=2 SV=1	tr|B4E0Y9|B4E0Y9_HUMAN	49	NA	6	Galphai	AluFl
26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens GN=PSMD3 PE=2 SV=1	tr|B4DT72|B4DT72_HUMAN	41	NA	9	Galphai	AluFl
Polyadenylate-binding protein 1 OS=Homo sapiens GN=PABPC1 PE=4 SV=1	tr|E7ERJ7|E7ERJ7_HUMAN (+3)	67	NA	3	Galphai	AluFl
Polyubiquitin-C (Fragment) OS=Homo sapiens GN=UBC PE=1 SV=1	tr|F5H747|F5H747_HUMAN (+12)	18	NA	2	Galphai	AluFl
Nuclear export mediator factor NEMF (Fragment) OS=Homo sapiens GN=NEMF PE=4 SV=1	tr|G3V5V3|G3V5V3_HUMAN (+4)	114	NA	0	Galphai	AluFl
Cysteine synthase OS=Escherichia coli GN=cysK PE=3 SV=1	tr|C3T137|C3T137_ECOLX	34	NA	0	Galphai	AluFl
Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2 OS=Homo sapiens GN=AGAP2 PE=4 SV=1	tr|F8VVT9|F8VVT9_HUMAN	125	NA	2	Galphai	AluFl
Carbamoyl-phosphate synthase large chain OS=Escherichia coli GN=carB PE=3 SV=1	tr|E2QEW2|E2QEW2_ECOLX	118	NA	0	Galphai	AluFl
Kinesin heavy chain isoform 5C OS=Homo sapiens GN=KIF5C PE=3 SV=2	tr|E9PET8|E9PET8_HUMAN	99	TRUE	6	Galphai	AluFl
Guanosine-3',5'-bis(Diphosphate) 3'-pyrophosphohydrolase OS=Escherichia coli GN=spoT PE=3 SV=1	tr|E2QH05|E2QH05_ECOLX	79	NA	0	Galphai	AluFl
Methionine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=MARS PE=3 SV=3	tr|A6NC17|A6NC17_HUMAN (+14)	72	NA	5	Galphai	AluFl
Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens GN=EIF3S3 PE=2 SV=1	tr|B3KS98|B3KS98_HUMAN (+5)	42	NA	2	Galphai	AluFl
Hexokinase-1 OS=Homo sapiens GN=HK1 PE=4 SV=1	tr|E7ENR4|E7ENR4_HUMAN (+3)	106	TRUE	0	Galphai	AluFl
AMP deaminase 2 OS=Homo sapiens GN=AMPD2 PE=4 SV=1	tr|E9PNG0|E9PNG0_HUMAN (+4)	88	NA	5	Galphai	AluFl
1,4-alpha-glucan-branching enzyme OS=Homo sapiens GN=GBE1 PE=4 SV=1	tr|E9PGM4|E9PGM4_HUMAN (+1)	76	TRUE	2	Galphai	AluFl
D-tagatose-1,6-bisphosphate aldolase subunit GatZ OS=Escherichia coli GN=gatZ PE=3 SV=1	tr|E2QNW3|E2QNW3_ECOLX	47	NA	0	Galphai	AluFl
Ribosomal protein S6 kinase OS=Homo sapiens GN=RPS6KA1 PE=3 SV=1	tr|E9PGT3|E9PGT3_HUMAN (+1)	81	NA	2	Galphai	AluFl
40S ribosomal protein S3 OS=Homo sapiens GN=RPS3 PE=3 SV=1	tr|E9PL09|E9PL09_HUMAN (+11)	25	NA	7	Galphai	AluFl
Importin subunit beta-1 OS=Homo sapiens GN=KPNB1 PE=2 SV=1	tr|B7ZAV6|B7ZAV6_HUMAN (+1)	81	NA	6	Galphai	AluFl
T-complex protein 1 subunit alpha OS=Homo sapiens GN=TCP1 PE=3 SV=1	tr|E7ERF2|E7ERF2_HUMAN (+1)	47	NA	14	Galphai	AluFl
HEAT repeat-containing protein 5A OS=Homo sapiens GN=HEATR5A PE=4 SV=3	tr|B5MC49|B5MC49_HUMAN (+3)	123	NA	3	Galphai	AluFl
Tropomodulin-3 (Fragment) OS=Homo sapiens GN=TMOD3 PE=4 SV=1	tr|H0YKU1|H0YKU1_HUMAN (+1)	21	NA	7	Galphai	AluFl
Transitional endoplasmic reticulum ATPase (Fragment) OS=Homo sapiens GN=VCP PE=4 SV=1	tr|C9IZA5|C9IZA5_HUMAN (+2)	18	NA	6	Galphai	AluFl
RNA polymerase sigma factor OS=Escherichia coli GN=rpoD PE=3 SV=1	tr|E2QEB5|E2QEB5_ECOLX	70	NA	0	Galphai	AluFl
Uncharacterized protein yciR OS=Escherichia coli GN=gmr PE=4 SV=1	tr|E2QLP7|E2QLP7_ECOLX	75	TRUE	0	Galphai	AluFl
Bifunctional polymyxin resistance protein ArnA OS=Escherichia coli GN=arnA PE=3 SV=1	tr|E2QPC0|E2QPC0_ECOLX	74	NA	0	Galphai	AluFl
Tyrosine-protein phosphatase non-receptor type 6 (Fragment) OS=Homo sapiens GN=PTPN6 PE=4 SV=1	tr|F5H0N8|F5H0N8_HUMAN (+3)	18	NA	6	Galphai	AluFl
Liprin-alpha-3 OS=Homo sapiens GN=PPFIA3 PE=2 SV=1	tr|B4DEU8|B4DEU8_HUMAN	66	NA	0	Galphai	AluFl
Ankyrin repeat domain-containing protein 26 OS=Homo sapiens GN=ANKRD26 PE=4 SV=1	tr|E7ESJ3|E7ESJ3_HUMAN (+1)	198	NA	2	Galphai	AluFl
Uncharacterized protein (Fragment) OS=Homo sapiens PE=4 SV=1	tr|B5MCY1|B5MCY1_HUMAN	222	NA	2	Galphai	AluFl
Serine/threonine-protein kinase MARK2 OS=Homo sapiens GN=MARK2 PE=4 SV=1	tr|E7ETY4|E7ETY4_HUMAN (+3)	78	NA	0	Galphai	AluFl
Probable ubiquitin carboxyl-terminal hydrolase FAF-X OS=Homo sapiens GN=USP9X PE=4 SV=1	tr|E9PFG1|E9PFG1_HUMAN	116	NA	3	Galphai	AluFl
Selenoprotein P (Fragment) OS=Homo sapiens GN=SEPP1 PE=4 SV=1	REVtr|D6REX5|D6REX5_HUMAN (+1)	35	NA	0	Galphai	AluFl
Glutamine--tRNA ligase OS=Homo sapiens GN=QARS PE=2 SV=1	tr|B4DWJ2|B4DWJ2_HUMAN	87	TRUE	2	Galphai	AluFl
Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform (Fragment) OS=Homo sapiens GN=PPP2CB PE=4 SV=1	tr|H0YBN9|H0YBN9_HUMAN	6	NA	0	Galphai	AluFl
Proteasome subunit alpha type (Fragment) OS=Homo sapiens GN=PSMA4 PE=3 SV=1	tr|H0YL69|H0YL69_HUMAN (+10)	26	NA	0	Galphai	AluFl
6-phosphofructokinase type C (Fragment) OS=Homo sapiens GN=PFKP PE=4 SV=1	tr|B1APP6|B1APP6_HUMAN	26	NA	4	Galphai	AluFl
Signal transducer and activator of transcription 3 OS=Homo sapiens GN=STAT3 PE=4 SV=1	tr|G8JLH9|G8JLH9_HUMAN	76	NA	5	Galphai	AluFl
Succinate dehydrogenase flavoprotein subunit OS=Escherichia coli GN=sdhA PE=4 SV=1	tr|C3TIN7|C3TIN7_ECOLX	64	NA	0	Galphai	AluFl
Keratin, type II cytoskeletal 7 (Fragment) OS=Homo sapiens GN=KRT7 PE=4 SV=1	tr|F8VZY5|F8VZY5_HUMAN (+1)	38	NA	0	Galphai	AluFl
26S proteasome non-ATPase regulatory subunit 13 (Fragment) OS=Homo sapiens GN=PSMD13 PE=4 SV=1	tr|E9PL38|E9PL38_HUMAN (+1)	30	NA	5	Galphai	AluFl
Heterogeneous nuclear ribonucleoprotein Q (Fragment) OS=Homo sapiens GN=SYNCRIP PE=4 SV=1	tr|F6UXX1|F6UXX1_HUMAN	20	NA	4	Galphai	AluFl
Ras suppressor protein 1 OS=Homo sapiens GN=RSU1 PE=4 SV=1	tr|F2Z2H2|F2Z2H2_HUMAN	20	NA	0	Galphai	AluFl
Casein kinase II subunit alpha OS=Homo sapiens GN=CSNK2A1 PE=4 SV=1	tr|E7EU96|E7EU96_HUMAN	45	NA	6	Galphai	AluFl
SEC23-interacting protein OS=Homo sapiens GN=SEC23IP PE=4 SV=1	tr|F5H0L8|F5H0L8_HUMAN	90	NA	0	Galphai	AluFl
DBIRD complex subunit KIAA1967 (Fragment) OS=Homo sapiens GN=KIAA1967 PE=4 SV=1	tr|H0YB24|H0YB24_HUMAN (+1)	69	TRUE	2	Galphai	AluFl
Nck-associated protein 1-like OS=Homo sapiens GN=NCKAP1L PE=4 SV=1	tr|F8W050|F8W050_HUMAN	52	NA	3	Galphai	AluFl
Leucine-rich repeat flightless-interacting protein 1 OS=Homo sapiens GN=LRRFIP1 PE=4 SV=1	tr|E9PGZ2|E9PGZ2_HUMAN	73	TRUE	6	Galphai	AluFl
EH domain-containing protein 1 (Fragment) OS=Homo sapiens GN=EHD1 PE=4 SV=1	tr|C9JC03|C9JC03_HUMAN	43	NA	6	Galphai	AluFl
Zinc finger protein 608 (Fragment) OS=Homo sapiens GN=ZNF608 PE=2 SV=1	tr|B3KPE6|B3KPE6_HUMAN (+1)	74	TRUE	0	Galphai	AluFl
Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=2 SV=1	tr|B4DME4|B4DME4_HUMAN (+1)	84	NA	2	Galphai	AluFl
Neuron navigator 2 (Fragment) OS=Homo sapiens GN=NAV2 PE=4 SV=1	tr|E9PNV5|E9PNV5_HUMAN	86	NA	0	Galphai	AluFl
Testin (Fragment) OS=Homo sapiens GN=TES PE=4 SV=1	tr|F8W7T0|F8W7T0_HUMAN	9	TRUE	3	Galphai	AluFl
Eukaryotic translation initiation factor 5 (Fragment) OS=Homo sapiens GN=EIF5 PE=4 SV=1	tr|H0YN40|H0YN40_HUMAN (+5)	22	NA	4	Galphai	AluFl
Single-stranded DNA-binding protein OS=Escherichia coli GN=ssb PE=4 SV=1	tr|C3SHF2|C3SHF2_ECOLX	19	NA	0	Galphai	AluFl
Fermitin family homolog 3 (Fragment) OS=Homo sapiens GN=FERMT3 PE=4 SV=1	tr|H0YFT5|H0YFT5_HUMAN	20	NA	2	Galphai	AluFl
Serpin B4 (Fragment) OS=Homo sapiens GN=SERPINB4 PE=3 SV=1	tr|H0Y5H9|H0Y5H9_HUMAN (+5)	42	NA	3	Galphai	AluFl
Valine--tRNA ligase OS=Homo sapiens GN=VARS PE=3 SV=1	tr|B0V043|B0V043_HUMAN (+5)	140	NA	0	Galphai	AluFl
UDP-N-acetylglucosamine 1-carboxyvinyltransferase OS=Escherichia coli GN=murA PE=3 SV=1	tr|E2QEM2|E2QEM2_ECOLX	45	NA	0	Galphai	AluFl
Leucine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=LARS PE=2 SV=1	tr|B4DER1|B4DER1_HUMAN (+2)	131	NA	2	Galphai	AluFl
Fibrinogen gamma chain OS=Homo sapiens GN=FGG PE=4 SV=1	tr|C9JC84|C9JC84_HUMAN (+3)	52	NA	3	Galphai	AluFl
Ewing sarcoma breakpoint region 1 OS=Homo sapiens GN=EWSR1 PE=4 SV=1	tr|B0QYK1|B0QYK1_HUMAN (+5)	63	NA	0	Galphai	AluFl
Keratin, type II cytoskeletal 74 OS=Homo sapiens GN=KRT74 PE=3 SV=1	tr|F8W1S1|F8W1S1_HUMAN	59	NA	6	Galphai	AluFl
Replication factor C subunit 4 OS=Homo sapiens GN=RFC4 PE=4 SV=1	tr|C9JZI1|C9JZI1_HUMAN (+6)	37	NA	0	Galphai	AluFl
NSFL1 cofactor p47 OS=Homo sapiens GN=NSFL1C PE=4 SV=1	tr|F2Z2K0|F2Z2K0_HUMAN (+1)	30	NA	6	Galphai	AluFl
Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 (Fragment) OS=Homo sapiens GN=ASAP1 PE=4 SV=1	tr|H0YBF7|H0YBF7_HUMAN	105	TRUE	0	Galphai	AluFl
Formin-binding protein 1 OS=Homo sapiens GN=FNBP1 PE=4 SV=1	tr|E9PGQ4|E9PGQ4_HUMAN (+2)	70	TRUE	3	Galphai	AluFl
EF-hand domain-containing protein D2 (Fragment) OS=Homo sapiens GN=EFHD2 PE=4 SV=1	tr|H0Y4Y4|H0Y4Y4_HUMAN (+3)	19	NA	2	Galphai	AluFl
Long-chain-fatty-acid--CoA ligase 1 OS=Homo sapiens GN=ACSL1 PE=2 SV=1	tr|B7Z452|B7Z452_HUMAN (+5)	78	NA	0	Galphai	AluFl
Chaperone protein HtpG OS=Escherichia coli GN=htpG PE=3 SV=1	tr|C3TLA7|C3TLA7_ECOLX	71	NA	0	Galphai	AluFl
Advillin (Fragment) OS=Homo sapiens GN=AVIL PE=4 SV=1	tr|F8VVU1|F8VVU1_HUMAN	18	NA	0	Galphai	AluFl
Exportin-2 OS=Homo sapiens GN=CSE1L PE=4 SV=1	tr|F8W904|F8W904_HUMAN	104	NA	8	Galphai	AluFl
C-terminal-binding protein 1 (Fragment) OS=Homo sapiens GN=CTBP1 PE=3 SV=1	tr|D6RAX2|D6RAX2_HUMAN	20	TRUE	6	Galphai	AluFl
Phosphoribosyl pyrophosphate synthase-associated protein 2 OS=Homo sapiens GN=PRPSAP2 PE=2 SV=1	tr|B7ZKZ1|B7ZKZ1_HUMAN (+1)	36	NA	4	Galphai	AluFl
Protein transport protein Sec24B OS=Homo sapiens GN=SEC24B PE=2 SV=1	tr|B7ZKM8|B7ZKM8_HUMAN	140	NA	0	Galphai	AluFl
Tubulin tyrosine ligase-like family, member 12 OS=Homo sapiens GN=TTLL12 PE=4 SV=1	tr|B1AH89|B1AH89_HUMAN	74	TRUE	4	Galphai	AluFl
N-acetylated-alpha-linked acidic dipeptidase-like protein OS=Homo sapiens GN=NAALADL1 PE=4 SV=1	tr|C9JFW8|C9JFW8_HUMAN (+4)	77	NA	0	Galphai	AluFl
Structural maintenance of chromosomes protein 6 (Fragment) OS=Homo sapiens GN=SMC6 PE=4 SV=1	REVtr|C9JMN1|C9JMN1_HUMAN	85	NA	0	Galphai	AluFl
Unconventional myosin-VIIb OS=Homo sapiens GN=MYO7B PE=4 SV=1	tr|C9J6C0|C9J6C0_HUMAN (+2)	242	NA	0	Galphai	AluFl
Serine/threonine-protein phosphatase (Fragment) OS=Homo sapiens GN=PPP2CA PE=3 SV=1	tr|E7ESG8|E7ESG8_HUMAN (+3)	17	TRUE	4	Galphai	AluFl
Hsc70-interacting protein (Fragment) OS=Homo sapiens GN=ST13 PE=4 SV=1	tr|F6VDH7|F6VDH7_HUMAN	18	NA	4	Galphai	AluFl
Signal-induced proliferation-associated protein 1 OS=Homo sapiens GN=SIPA1 PE=4 SV=1	tr|F6RY50|F6RY50_HUMAN (+1)	102	NA	0	Galphai	AluFl
DNA damage-binding protein 1 OS=Homo sapiens GN=DDB1 PE=2 SV=1	tr|B4DG00|B4DG00_HUMAN (+2)	51	NA	0	Galphai	AluFl
RAF proto-oncogene serine/threonine-protein kinase OS=Homo sapiens GN=RAF1 PE=2 SV=1	tr|B4E0X2|B4E0X2_HUMAN (+1)	64	NA	0	Galphai	AluFl
Ras-related C3 botulinum toxin substrate 2 (Fragment) OS=Homo sapiens GN=RAC2 PE=3 SV=1	tr|B1AH78|B1AH78_HUMAN (+6)	19	NA	0	Galphai	AluFl
Regulator of G-protein-signaling 14 (Fragment) OS=Homo sapiens GN=RGS14 PE=4 SV=1	tr|H0Y8W3|H0Y8W3_HUMAN	47	NA	0	Galphai	AluFl
Dedicator of cytokinesis protein 2 OS=Homo sapiens GN=DOCK2 PE=4 SV=1	tr|E5RFJ0|E5RFJ0_HUMAN (+1)	119	NA	3	Galphai	AluFl
HCG2044799 OS=Homo sapiens GN=hCG_2044799 PE=4 SV=1	tr|H3BQZ7|H3BQZ7_HUMAN	85	NA	0	Galphai	AluFl
Cysteine and glycine-rich protein 1 OS=Homo sapiens GN=CSRP1 PE=4 SV=1	tr|E9PP21|E9PP21_HUMAN (+2)	17	TRUE	3	Galphai	AluFl
DnaJ homolog subfamily B member 6 (Fragment) OS=Homo sapiens GN=DNAJB6 PE=4 SV=1	tr|C9J2C4|C9J2C4_HUMAN (+7)	25	NA	0	Galphai	AluFl
Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=RARS PE=4 SV=1	tr|F5H3T8|F5H3T8_HUMAN	52	TRUE	3	Galphai	AluFl
Ribonuclease E OS=Escherichia coli GN=rne PE=4 SV=1	tr|E2QKG8|E2QKG8_ECOLX	118	TRUE	0	Galphai	AluFl
Rho GTPase-activating protein 9 OS=Homo sapiens GN=ARHGAP9 PE=4 SV=1	tr|E9PDX9|E9PDX9_HUMAN (+3)	71	NA	2	Galphai	AluFl
Cell division cycle and apoptosis regulator protein 1 (Fragment) OS=Homo sapiens GN=CCAR1 PE=4 SV=1	tr|F5H1H2|F5H1H2_HUMAN (+2)	76	NA	4	Galphai	AluFl
Eukaryotic translation initiation factor 4 gamma 2 (Fragment) OS=Homo sapiens GN=EIF4G2 PE=4 SV=1	tr|D3DQV9|D3DQV9_HUMAN (+2)	102	NA	2	Galphai	AluFl
Truncated apolipoprotein A-I OS=Homo sapiens GN=APOA1 PE=4 SV=1	tr|F8W696|F8W696_HUMAN	28	NA	9	Galphai	AluFl
Non-POU domain-containing octamer-binding protein (Fragment) OS=Homo sapiens GN=NONO PE=4 SV=1	tr|C9JYS8|C9JYS8_HUMAN	30	NA	3	Galphai	AluFl
Protein transport protein Sec23A OS=Homo sapiens GN=SEC23A PE=4 SV=1	tr|F5H365|F5H365_HUMAN	83	NA	0	Galphai	AluFl
Guanylate cyclase soluble subunit alpha-3 OS=Homo sapiens GN=GUCY1A3 PE=3 SV=1	tr|D6RDW3|D6RDW3_HUMAN	70	NA	0	Galphai	AluFl
Galactokinase OS=Homo sapiens GN=GALK1 PE=2 SV=1	tr|B4E1G6|B4E1G6_HUMAN	45	NA	2	Galphai	AluFl
Rho GTPase-activating protein 25 OS=Homo sapiens GN=ARHGAP25 PE=4 SV=1	tr|C9JB56|C9JB56_HUMAN (+2)	38	NA	0	Galphai	AluFl
Soluble pyridine nucleotide transhydrogenase OS=Escherichia coli GN=sthA PE=3 SV=1	tr|E2QIZ5|E2QIZ5_ECOLX	52	NA	0	Galphai	AluFl
Cytosol aminopeptidase (Fragment) OS=Homo sapiens GN=LAP3 PE=4 SV=1	tr|H0Y9Q1|H0Y9Q1_HUMAN	23	NA	4	Galphai	AluFl
Endoplasmin (Fragment) OS=Homo sapiens GN=HSP90B1 PE=4 SV=1	tr|F8W026|F8W026_HUMAN	6	NA	4	Galphai	AluFl
SAM domain and HD domain-containing protein 1 OS=Homo sapiens GN=SAMHD1 PE=2 SV=2	tr|A6NDZ3|A6NDZ3_HUMAN (+4)	20	NA	0	Galphai	AluFl
14-3-3 protein epsilon OS=Homo sapiens GN=YWHAE PE=4 SV=1	tr|B4DJF2|B4DJF2_HUMAN	11	NA	3	Galphai	AluFl
Nucleolin (Fragment) OS=Homo sapiens GN=NCL PE=4 SV=1	tr|H7BY16|H7BY16_HUMAN	32	NA	2	Galphai	AluFl
Heat shock 105kDa/110kDa protein 1, isoform CRA_b OS=Homo sapiens GN=HSPH1 PE=2 SV=1	tr|B4DYH1|B4DYH1_HUMAN (+1)	97	NA	2	Galphai	AluFl
Cytokine receptor-like factor 3 OS=Homo sapiens GN=CRLF3 PE=2 SV=1	tr|B4DJU5|B4DJU5_HUMAN	36	TRUE	3	Galphai	AluFl
Adducin 1 (Alpha) OS=Homo sapiens GN=ADD1 PE=4 SV=1	tr|A2A3N8|A2A3N8_HUMAN (+3)	73	TRUE	3	Galphai	AluFl
Tyrosine-protein phosphatase non-receptor type 12 OS=Homo sapiens GN=PTPN12 PE=4 SV=1	tr|E9PBR5|E9PBR5_HUMAN (+12)	74	NA	0	Galphai	AluFl
DNA mismatch repair protein MutS OS=Escherichia coli GN=mutS PE=3 SV=1	tr|E2QQI3|E2QQI3_ECOLX	95	NA	0	Galphai	AluFl
Rho GTPase-activating protein 4 OS=Homo sapiens GN=ARHGAP4 PE=4 SV=1	tr|E7EQN5|E7EQN5_HUMAN (+5)	103	NA	0	Galphai	AluFl
Poly(rC)-binding protein 2 OS=Homo sapiens GN=PCBP2 PE=2 SV=1	tr|B4DXP5|B4DXP5_HUMAN (+3)	34	NA	3	Galphai	AluFl
Spliceosome RNA helicase DDX39B OS=Homo sapiens GN=DDX39B PE=4 SV=1	tr|F8VQ10|F8VQ10_HUMAN (+5)	51	NA	3	Galphai	AluFl
Epidermal growth factor receptor pathway substrate 15 OS=Homo sapiens GN=EPS15 PE=4 SV=1	tr|B1AUU8|B1AUU8_HUMAN (+6)	84	NA	2	Galphai	AluFl
Protein phosphatase 1B (Fragment) OS=Homo sapiens GN=PPM1B PE=3 SV=2	tr|B8ZZF0|B8ZZF0_HUMAN (+2)	33	NA	3	Galphai	AluFl
26S proteasome non-ATPase regulatory subunit 7 OS=Homo sapiens GN=PSMD7 PE=2 SV=1	tr|B4DXI8|B4DXI8_HUMAN (+2)	28	NA	4	Galphai	AluFl
Phosphoribosyl pyrophosphate synthase-associated protein 1 (Fragment) OS=Homo sapiens GN=PRPSAP1 PE=4 SV=1	tr|C9JNQ3|C9JNQ3_HUMAN	12	NA	3	Galphai	AluFl
Cytoplasmic dynein 1 light intermediate chain 1 OS=Homo sapiens GN=DYNC1LI1 PE=4 SV=1	tr|E9PHI6|E9PHI6_HUMAN	43	NA	4	Galphai	AluFl
Aspartate--tRNA ligase, cytoplasmic (Fragment) OS=Homo sapiens GN=DARS PE=3 SV=1	tr|H7BZ35|H7BZ35_HUMAN	22	NA	3	Galphai	AluFl
