long_id	uniprot	mw	is_grouping	spectral_count	bait	condition	z_score_spectral
Adenylate kinase 2, mitochondrial OS=Dictyostelium discoideum GN=adkA PE=3 SV=1	sp|Q54QJ9|KAD2_DICDI	31	NA	24	Gbeta1	Normal	0.386564633137338
Argonaut-like protein OS=Dictyostelium discoideum GN=agnA PE=4 SV=1	tr|Q7KWS3|Q7KWS3_DICDI	111	TRUE	0	Gbeta1	Normal	-0.0446384868906664
Discoidin-1 subunit A OS=Dictyostelium discoideum GN=dscA-1 PE=1 SV=3	sp|P02886|DIS1A_DICDI	28	TRUE	71	Gbeta1	Normal	0.0688360183798611
4-aminobutyrate aminotransferase OS=Dictyostelium discoideum GN=gabT PE=3 SV=1	sp|Q55FI1|GABT_DICDI	56	TRUE	0	Gbeta1	Normal	-0.248892596377616
60S ribosomal protein L35 OS=Dictyostelium discoideum GN=rpl35 PE=3 SV=1	sp|Q54J23|RL35_DICDI	14	TRUE	9	Gbeta1	Normal	0.159615622596283
Isovaleryl-CoA dehydrogenase, mitochondrial OS=Dictyostelium discoideum GN=ivdA PE=3 SV=1	tr|Q54W88|Q54W88_DICDI	45	NA	7	Gbeta1	Normal	-0.135418091107088
VID27-like protein OS=Dictyostelium discoideum GN=DDB_G0274813 PE=3 SV=1	sp|Q555V7|VID27_DICDI	108	TRUE	7	Gbeta1	Normal	0.159615622596283
Delta 9 fatty acid desaturase OS=Dictyostelium discoideum GN=DDB_0168056 PE=3 SV=1	tr|Q556T4|Q556T4_DICDI	90	NA	4	Gbeta1	Normal	0.0688360183798611
Vacuolar protein sorting-associated protein 29 OS=Dictyostelium discoideum GN=vps29 PE=3 SV=1	sp|Q54IF7|VPS29_DICDI	20	TRUE	11	Gbeta1	Normal	0.205005424704494
Alkyldihydroxyacetonephosphate synthase OS=Dictyostelium discoideum GN=eapA PE=1 SV=1	sp|O96759|ADAS_DICDI	69	NA	2	Gbeta1	Normal	-0.0446384868906664
26S proteasome non-ATPase regulatory subunit 14 OS=Dictyostelium discoideum GN=psmD14 PE=3 SV=1	sp|Q86IJ1|PSDE_DICDI	34	NA	0	Gbeta1	Normal	-0.0673333879447719
LIM-type zinc finger-containing protein OS=Dictyostelium discoideum GN=DDB_0188965 PE=4 SV=1	tr|Q54FV6|Q54FV6_DICDI	53	NA	3	Gbeta1	Normal	-0.407756903756354
Proteasome subunit alpha type-4 OS=Dictyostelium discoideum GN=psmA4 PE=2 SV=1	sp|P34119|PSA4_DICDI	28	TRUE	15	Gbeta1	Normal	0.227700325758599
Guanine nucleotide-binding protein alpha-4 subunit OS=Dictyostelium discoideum GN=gpaD PE=1 SV=1	sp|P34042|GPA4_DICDI	40	TRUE	3	Gbeta1	Normal	0.0461411173257556
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0190529 PE=4 SV=1	tr|Q55D79|Q55D79_DICDI	67	TRUE	0	Gbeta1	Normal	-0.0446384868906664
Kynurenine 3-monooxygenase OS=Dictyostelium discoideum GN=kmo PE=3 SV=1	sp|Q54RE8|KMO_DICDI	52	TRUE	3	Gbeta1	Normal	-0.0673333879447719
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0187238 PE=4 SV=1	tr|Q54KY9|Q54KY9_DICDI	33	NA	4	Gbeta1	Normal	0.0915309194339665
Tryptophan 2,3-dioxygenase OS=Dictyostelium discoideum GN=tdo PE=1 SV=1	sp|Q55DB4|T23O_DICDI	47	NA	4	Gbeta1	Normal	-0.158112992161194
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0187641 PE=4 SV=1	tr|Q54JU2|Q54JU2_DICDI	27	NA	15	Gbeta1	Normal	0.295785028920916
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0183846 PE=4 SV=1	tr|Q54ES4|Q54ES4_DICDI	21	NA	15	Gbeta1	Normal	0.250395226812705
Actin-related protein 2/3 complex subunit 3 OS=Dictyostelium discoideum GN=arcC PE=1 SV=1	sp|O96624|ARPC3_DICDI	20	TRUE	10	Gbeta1	Normal	0.0234462162716501
Myosin-2 heavy chain OS=Dictyostelium discoideum GN=mhcA PE=1 SV=3	sp|P08799|MYS2_DICDI	244	TRUE	2	Gbeta1	Normal	-1.04321413327131
Ras-related protein Rab-8A OS=Dictyostelium discoideum GN=rab8A PE=3 SV=1	sp|P20790|RAB8A_DICDI	23	TRUE	7	Gbeta1	Normal	-0.203502794269405
Guanine nucleotide-binding protein alpha-7 subunit OS=Dictyostelium discoideum GN=gpaG PE=2 SV=3	sp|P34045|GPA7_DICDI	44	NA	3	Gbeta1	Normal	0.0461411173257556
GTP-binding protein Sar1A OS=Dictyostelium discoideum GN=sarA PE=1 SV=1	sp|Q559R0|SAR1A_DICDI	21	NA	11	Gbeta1	Normal	0.0688360183798611
DEAD/DEAH box helicase OS=Dictyostelium discoideum GN=uap56 PE=4 SV=1	tr|Q55CR6|Q55CR6_DICDI	48	NA	0	Gbeta1	Normal	-0.112723190052983
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0204740 PE=4 SV=1	tr|Q54UV0|Q54UV0_DICDI	147	NA	4	Gbeta1	Normal	-0.43045180481046
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0189206 PE=4 SV=1	tr|Q54F90|Q54F90_DICDI	96	TRUE	3	Gbeta1	Normal	-0.158112992161194
Vesicle-fusing ATPase OS=Dictyostelium discoideum GN=nsfA PE=1 SV=1	sp|Q75JI3|NSF_DICDI	82	NA	6	Gbeta1	Normal	-0.0673333879447719
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0219348 PE=4 SV=1	tr|Q54IW4|Q54IW4_DICDI	75	TRUE	4	Gbeta1	Normal	-0.0446384868906664
Glycylpeptide N-tetradecanoyltransferase OS=Dictyostelium discoideum GN=nmt PE=3 SV=2	sp|Q553B6|NMT_DICDI	48	NA	3	Gbeta1	Normal	-0.0673333879447719
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0204927 PE=4 SV=1	tr|Q54S30|Q54S30_DICDI	74	TRUE	0	Gbeta1	Normal	-0.180807893215299
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0218384 PE=4 SV=1	tr|Q54SF2|Q54SF2_DICDI	40	NA	7	Gbeta1	Normal	0.114225820488072
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0205662 PE=4 SV=1	tr|Q54X39|Q54X39_DICDI	28	NA	6	Gbeta1	Normal	0.0915309194339665
Lysosomal beta glucosidase OS=Dictyostelium discoideum GN=gluA PE=1 SV=2	sp|Q23892|GLUA_DICDI	89	NA	4	Gbeta1	Normal	-0.0900282889988774
Xaa-Pro aminopeptidase 1 OS=Dictyostelium discoideum GN=xpnpep1 PE=3 SV=1	sp|Q54G06|XPP1_DICDI	71	TRUE	0	Gbeta1	Normal	-0.0900282889988774
60S ribosomal protein L9 OS=Dictyostelium discoideum GN=rpl9 PE=1 SV=2	sp|Q54XI5|RL9_DICDI	21	TRUE	5	Gbeta1	Normal	-0.294282398485827
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0190795 PE=4 SV=1	tr|Q55CE9|Q55CE9_DICDI	61	TRUE	0	Gbeta1	Normal	-0.0900282889988774
AP-2 complex subunit alpha-2 OS=Dictyostelium discoideum GN=ap2a1-1 PE=3 SV=1	sp|Q86KI1|AP2A2_DICDI	111	NA	6	Gbeta1	Normal	0.0461411173257556
ATP synthase subunit O, mitochondrial OS=Dictyostelium discoideum GN=atp5O PE=3 SV=1	sp|Q54RA8|ATPO_DICDI	33	TRUE	9	Gbeta1	Normal	-0.0446384868906664
Aconitate hydratase 2 (EC 4.2.1.3) (Citr	sp|P36683|ACON2_ECOLI	94	TRUE	0	Gbeta1	Normal	0.000751315217544588
Branched-chain-amino-acid aminotransferase OS=Dictyostelium discoideum GN=bcaA PE=3 SV=1	sp|Q54N47|BCAT_DICDI	42	NA	0	Gbeta1	Normal	-0.0219435858365609
Polyribonucleotide nucleotidyltransferas	sp|P05055|PNP_ECOLI	77	NA	0	Gbeta1	Normal	0.000751315217544588
Short-chain dehydrogenase/reductase family protein OS=Dictyostelium discoideum GN=DDB_0167345 PE=3 SV=1	tr|Q869L6|Q869L6_DICDI	32	TRUE	0	Gbeta1	Normal	-0.248892596377616
Eukaryotic translation initiation factor 3 subunit B OS=Dictyostelium discoideum GN=eif3b PE=3 SV=2	sp|Q54QW1|EIF3B_DICDI	78	NA	0	Gbeta1	Normal	-0.248892596377616
COP9 signalosome complex subunit 6 OS=Dictyostelium discoideum GN=csn6 PE=1 SV=1	sp|Q54C92|CSN6_DICDI	35	NA	0	Gbeta1	Normal	-0.180807893215299
Translocase of outer mitochondrial membrane OS=Dictyostelium discoideum GN=tom40 PE=4 SV=1	tr|Q76P15|Q76P15_DICDI	36	NA	0	Gbeta1	Normal	-0.0900282889988774
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0191803 PE=4 SV=1	tr|Q54C69|Q54C69_DICDI	25	NA	11	Gbeta1	Normal	0.205005424704494
50S ribosomal protein L4.	sp|P60723|RL4_ECOLI	22	NA	11	Gbeta1	Normal	0.227700325758599
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0190011 PE=4 SV=1	tr|Q55ET7|Q55ET7_DICDI	44	NA	3	Gbeta1	Normal	-0.203502794269405
Alpha-mannosidase G OS=Dictyostelium discoideum GN=manG PE=1 SV=1	sp|Q54K67|MANG_DICDI	124	NA	6	Gbeta1	Normal	-0.135418091107088
Drebrin-like protein OS=Dictyostelium discoideum GN=abpE-1 PE=2 SV=1	sp|Q557J6|DBNL_DICDI	55	TRUE	6	Gbeta1	Normal	-0.112723190052983
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0183870 PE=4 SV=1	tr|Q54EQ2|Q54EQ2_DICDI	17	NA	4	Gbeta1	Normal	0.000751315217544588
Crystal protein OS=Dictyostelium discoideum GN=cryS PE=1 SV=1	sp|P21837|CRYS_DICDI	61	TRUE	0	Gbeta1	Normal	-0.271587497431721
Putative uncharacterized protein DDB_G0288137 OS=Dictyostelium discoideum GN=DDB_G0288137 PE=4 SV=1	sp|Q54JD2|Y8137_DICDI	36	TRUE	10	Gbeta1	Normal	0.159615622596283
Short-chain dehydrogenase/reductase family protein OS=Dictyostelium discoideum GN=DDB_0190188 PE=3 SV=1	tr|Q55E92|Q55E92_DICDI	31	NA	4	Gbeta1	Normal	0.0915309194339665
Doublecoronin OS=Dictyostelium discoideum GN=corB PE=3 SV=1	sp|Q55E54|COROB_DICDI	106	NA	2	Gbeta1	Normal	-0.180807893215299
Probable ATP-dependent RNA helicase ddx3 OS=Dictyostelium discoideum GN=ddx3 PE=3 SV=1	sp|Q54QS3|DDX3_DICDI	79	TRUE	2	Gbeta1	Normal	-0.0673333879447719
UTP--glucose-1-phosphate uridylyltransferase 2 OS=Dictyostelium discoideum GN=ugpB PE=2 SV=1	sp|Q54YZ0|UGPA2_DICDI	56	NA	0	Gbeta1	Normal	-0.180807893215299
Probable phosphoserine aminotransferase OS=Dictyostelium discoideum GN=serC PE=3 SV=1	sp|Q55CQ6|SERC_DICDI	42	NA	5	Gbeta1	Normal	0.114225820488072
Citrate lyase subunit beta-like protein OS=Dictyostelium discoideum GN=clybl PE=4 SV=1	tr|Q54Q74|Q54Q74_DICDI	41	NA	2	Gbeta1	Normal	0.0461411173257556
Nascent polypeptide-associated complex subunit beta OS=Dictyostelium discoideum GN=nacB PE=3 SV=1	sp|Q54TR8|NACB_DICDI	15	NA	7	Gbeta1	Normal	0.000751315217544588
Vacuolar proton translocating ATPase 100 kDa subunit OS=Dictyostelium discoideum GN=vatM PE=1 SV=2	sp|Q54E04|VATM_DICDI	93	NA	6	Gbeta1	Normal	-0.362367101648143
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial OS=Dictyostelium discoideum GN=ndufa9 PE=3 SV=1	sp|Q559Z0|NDUA9_DICDI	40	NA	4	Gbeta1	Normal	-0.0446384868906664
Proteasome subunit beta type-1 OS=Dictyostelium discoideum GN=psmB1 PE=3 SV=1	sp|Q86A21|PSB1_DICDI	26	NA	12	Gbeta1	Normal	0.159615622596283
Short-chain dehydrogenase/reductase family protein OS=Dictyostelium discoideum GN=DDB_0186029 PE=3 SV=1	tr|Q54PL1|Q54PL1_DICDI	30	NA	19	Gbeta1	Normal	0.250395226812705
40S ribosomal protein S26 OS=Dictyostelium discoideum GN=rps26 PE=3 SV=1	sp|Q54TL8|RS26_DICDI	13	NA	6	Gbeta1	Normal	0.000751315217544588
Ras-related protein Rab-1A OS=Dictyostelium discoideum GN=rab1A PE=2 SV=2	sp|P34139|RAB1A_DICDI	23	TRUE	0	Gbeta1	Normal	-0.498536507972776
Glucose-6-phosphate isomerase OS=Dictyostelium discoideum GN=gpi PE=3 SV=1	sp|Q5V9E9|G6PI_DICDI	63	NA	0	Gbeta1	Normal	-0.180807893215299
Farnesyl diphosphate synthase OS=Dictyostelium discoideum GN=Dfps PE=2 SV=1	tr|Q9NH03|Q9NH03_DICDI	44	TRUE	0	Gbeta1	Normal	0.000751315217544588
F-actin-capping protein subunit beta OS=Dictyostelium discoideum GN=acpA PE=1 SV=1	sp|P13021|CAPZB_DICDI	31	NA	13	Gbeta1	Normal	0.0461411173257556
Bifunctional purine synthesis protein purC/E OS=Dictyostelium discoideum GN=purC/E PE=1 SV=1	sp|Q54QE4|PURCE_DICDI	109	TRUE	0	Gbeta1	Normal	-0.453146705864565
Ras GTPase-activating-like protein rgaA OS=Dictyostelium discoideum GN=rgaA PE=1 SV=1	sp|Q54K32|RGAA_DICDI	95	TRUE	0	Gbeta1	Normal	-0.975129430108991
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0189883 PE=4 SV=1	tr|Q55F70|Q55F70_DICDI	61	NA	0	Gbeta1	Normal	-0.203502794269405
PDZ domain-containing protein OS=Dictyostelium discoideum GN=sort1 PE=4 SV=1	tr|Q54GL5|Q54GL5_DICDI	84	NA	0	Gbeta1	Normal	-0.271587497431721
Transaldolase B (EC 2.2.1.2).	sp|P0A870|TALB_ECOLI	35	NA	3	Gbeta1	Normal	0.0688360183798611
FK506-binding protein 5 OS=Dictyostelium discoideum GN=fkbp5 PE=3 SV=1	sp|Q54G21|FKBP5_DICDI	182	NA	5	Gbeta1	Normal	-0.793570221676148
Formimidoyltransferase-cyclodeaminase OS=Dictyostelium discoideum GN=ftcd PE=3 SV=1	sp|Q54JL3|FTCD_DICDI	59	NA	0	Gbeta1	Normal	-0.248892596377616
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_G0284705 PE=4 SV=1	tr|Q54P88|Q54P88_DICDI	50	NA	3	Gbeta1	Normal	0.0688360183798611
Putative uncharacterized protein DDB_G0284097 OS=Dictyostelium discoideum GN=DDB_G0284097 PE=1 SV=1	sp|Q54Q48|Y5844_DICDI	71	NA	4	Gbeta1	Normal	0.0234462162716501
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0187661 PE=4 SV=1	tr|Q54JS1|Q54JS1_DICDI	52	TRUE	0	Gbeta1	Normal	0.000751315217544588
DNA damage-binding protein 1 OS=Dictyostelium discoideum GN=repE PE=1 SV=1	sp|B0M0P5|DDB1_DICDI	132	TRUE	10	Gbeta1	Normal	-0.975129430108991
26S proteasome non-ATPase regulatory subunit 13 OS=Dictyostelium discoideum GN=psmD13 PE=2 SV=1	sp|Q54NQ0|PSD13_DICDI	44	NA	5	Gbeta1	Normal	0.000751315217544588
Aldehyde dehydrogenase OS=Dictyostelium discoideum GN=DDB_G0288521 PE=3 SV=1	tr|Q54IU0|Q54IU0_DICDI	55	NA	0	Gbeta1	Normal	-0.0900282889988774
Protein transport protein SEC31 OS=Dictyostelium discoideum GN=sec31 PE=3 SV=1	sp|Q55CT5|SEC31_DICDI	150	NA	4	Gbeta1	Normal	-0.203502794269405
Uncharacterized mitochondrial protein Mp36 OS=Dictyostelium discoideum GN=DidioMp36 PE=4 SV=1	sp|Q9TGM3|MP36_DICDI	94	TRUE	0	Gbeta1	Normal	0.000751315217544588
Probable 39S ribosomal protein L21, mitochondrial OS=Dictyostelium discoideum GN=mrpl21 PE=3 SV=1	sp|Q54IF0|RM21_DICDI	19	NA	8	Gbeta1	Normal	0.182310523650388
Proliferation-associated protein A OS=Dictyostelium discoideum GN=prlA PE=2 SV=1	sp|Q1ZXG4|PRLA_DICDI	42	NA	3	Gbeta1	Normal	-0.22619769532351
Proteasome subunit beta type-5 OS=Dictyostelium discoideum GN=psmB5 PE=1 SV=1	sp|Q54BC8|PSB5_DICDI	30	TRUE	10	Gbeta1	Normal	0.0915309194339665
Coiled-coil domain-containing protein 22 homolog OS=Dictyostelium discoideum GN=DDB_G0285813 PE=3 SV=1	sp|Q54MP2|CCD22_DICDI	74	NA	0	Gbeta1	Normal	-0.158112992161194
Eukaryotic translation initiation factor 4E OS=Dictyostelium discoideum GN=eif4e PE=3 SV=1	sp|Q55FE0|IF4E_DICDI	29	NA	0	Gbeta1	Normal	-0.135418091107088
Formate-dihydrofolate ligase OS=Dictyostelium discoideum GN=fthS PE=3 SV=1	tr|Q54G53|Q54G53_DICDI	69	TRUE	0	Gbeta1	Normal	-0.22619769532351
Ubiquitin carboxyl-terminal hydrolase A OS=Dictyostelium discoideum GN=ubpA PE=2 SV=2	sp|P54201|UBPA_DICDI	95	NA	0	Gbeta1	Normal	-0.135418091107088
Malate synthase OS=Dictyostelium discoideum GN=masA PE=2 SV=2	sp|Q8T2K9|MASY_DICDI	62	NA	2	Gbeta1	Normal	-0.112723190052983
Aldehyde-alcohol dehydrogenase [Includes	sp|P0A9Q7|ADHE_ECOLI	96	NA	2	Gbeta1	Normal	-0.203502794269405
Rho-related protein racE OS=Dictyostelium discoideum GN=racE PE=1 SV=1	sp|Q23862|RACE_DICDI	24	TRUE	10	Gbeta1	Normal	-0.0900282889988774
Probable valyl-tRNA synthetase, cytoplasmic OS=Dictyostelium discoideum GN=valS1 PE=3 SV=1	sp|Q86KU2|SYVC_DICDI	123	TRUE	8	Gbeta1	Normal	-0.0673333879447719
AMP deaminase OS=Dictyostelium discoideum GN=amdA PE=1 SV=1	sp|Q54DD0|AMPD_DICDI	91	NA	0	Gbeta1	Normal	-0.135418091107088
Eukaryotic translation initiation factor 2 subunit 1 OS=Dictyostelium discoideum GN=eif2s1 PE=3 SV=1	sp|Q869N9|IF2A_DICDI	39	NA	0	Gbeta1	Normal	-0.248892596377616
3'(2'),5'-bisphosphate nucleotidase OS=Dictyostelium discoideum GN=DDB_G0268652 PE=3 SV=1	sp|Q55F34|DPNP_DICDI	37	NA	3	Gbeta1	Normal	0.0234462162716501
Protein NipSnap homolog OS=Dictyostelium discoideum GN=nipsnap PE=3 SV=1	sp|Q54I58|NIPSN_DICDI	26	TRUE	6	Gbeta1	Normal	0.136920721542178
Neutral alpha-glucosidase AB OS=Dictyostelium discoideum GN=modA PE=3 SV=1	sp|Q94502|GANAB_DICDI	109	TRUE	7	Gbeta1	Normal	0.000751315217544588
Calmodulin-like protein OS=Dictyostelium discoideum GN=calB PE=2 SV=1	sp|O00897|CALML_DICDI	17	TRUE	7	Gbeta1	Normal	0.136920721542178
COP9 signalosome complex subunit 4 OS=Dictyostelium discoideum GN=csn4 PE=2 SV=1	sp|Q54B82|CSN4_DICDI	45	NA	4	Gbeta1	Normal	-0.0446384868906664
Kinesin-related protein 1 OS=Dictyostelium discoideum GN=kif1 PE=1 SV=1	sp|Q9NGQ2|KIF1_DICDI	248	NA	0	Gbeta1	Normal	-0.0900282889988774
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0204291 PE=3 SV=1	tr|Q54T87|Q54T87_DICDI	64	TRUE	0	Gbeta1	Normal	-0.0219435858365609
Probable thymidylate synthase thy1 OS=Dictyostelium discoideum GN=thyA PE=3 SV=2	sp|P15808|THY1_DICDI	35	NA	3	Gbeta1	Normal	-0.158112992161194
Hydroxyacylglutathione hydrolase OS=Dictyostelium discoideum GN=hagh PE=3 SV=1	sp|Q54MR1|GLO2_DICDI	30	NA	15	Gbeta1	Normal	0.0688360183798611
60S ribosomal protein L22 2 OS=Dictyostelium discoideum GN=rpl22a PE=3 SV=1	sp|Q54GK6|RL222_DICDI	13	TRUE	11	Gbeta1	Normal	0.0688360183798611
von Willebrand factor A domain-containing protein DDB_G0292016 OS=Dictyostelium discoideum GN=DDB_G0292016 PE=4 SV=1	sp|Q54DV3|Y2016_DICDI	102	TRUE	0	Gbeta1	Normal	0.000751315217544588
PI-PLC X-box domain-containing protein DDB_G0293730 OS=Dictyostelium discoideum GN=DDB_G0293730 PE=4 SV=2	sp|Q54BH5|Y3730_DICDI	84	NA	0	Gbeta1	Normal	0.000751315217544588
Villidin OS=Dictyostelium discoideum GN=vilA PE=1 SV=2	sp|Q8WQ85|VILD_DICDI	191	NA	0	Gbeta1	Normal	0.000751315217544588
Translation initiation factor eIF-2B alpha subunit OS=Dictyostelium discoideum GN=DDB_G0283309 PE=3 SV=1	tr|Q54R90|Q54R90_DICDI	39	NA	2	Gbeta1	Normal	-0.0446384868906664
Chaperone clpB (Heat-shock protein F84.1	sp|P63284|CLPB_ECOLI	96	TRUE	0	Gbeta1	Normal	-0.203502794269405
Glutamine-dependent NAD(+) synthetase OS=Dictyostelium discoideum GN=nadsyn1 PE=3 SV=1	sp|Q54ML1|NADE_DICDI	81	TRUE	0	Gbeta1	Normal	-0.135418091107088
Group IV decarboxylase OS=Dictyostelium discoideum GN=ddcB PE=1 SV=1	tr|Q75JL7|Q75JL7_DICDI	48	NA	4	Gbeta1	Normal	-0.0673333879447719
Probable alanine aminotransferase, mitochondrial OS=Dictyostelium discoideum GN=gpt PE=3 SV=1	sp|Q54MJ7|ALAM_DICDI	59	NA	0	Gbeta1	Normal	-0.203502794269405
Mannose-1-phosphate guanyltransferase beta OS=Dictyostelium discoideum GN=gmppB PE=2 SV=1	sp|Q54K39|GMPPB_DICDI	39	NA	3	Gbeta1	Normal	0.0688360183798611
Ras-like protein rasS OS=Dictyostelium discoideum GN=rasS PE=2 SV=1	sp|P32254|RASS_DICDI	22	NA	7	Gbeta1	Normal	0.0234462162716501
Nck-associated protein 1 homolog OS=Dictyostelium discoideum GN=napA PE=1 SV=1	sp|Q869Q3|NAPA_DICDI	134	TRUE	4	Gbeta1	Normal	-0.339672200594038
Autocrine proliferation repressor protein A OS=Dictyostelium discoideum GN=aprA PE=1 SV=1	sp|Q5XM24|APRA_DICDI	55	TRUE	0	Gbeta1	Normal	-0.0673333879447719
Proteasome subunit beta type-3 OS=Dictyostelium discoideum GN=psmB3 PE=3 SV=1	sp|Q55D66|PSB3_DICDI	23	NA	9	Gbeta1	Normal	0.114225820488072
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0186336 PE=3 SV=1	tr|Q54NQ7|Q54NQ7_DICDI	28	NA	6	Gbeta1	Normal	0.114225820488072
Ras-related protein Rab-6 OS=Dictyostelium discoideum GN=rab6 PE=3 SV=1	sp|Q55FK2|RAB6_DICDI	23	TRUE	9	Gbeta1	Normal	0.0688360183798611
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_G0295739 PE=4 SV=1	tr|C7G071|C7G071_DICDI	38	NA	3	Gbeta1	Normal	0.000751315217544588
Probable phosphoglucomutase-2 OS=Dictyostelium discoideum GN=pgmB PE=3 SV=1	sp|Q54UQ2|PGM2_DICDI	68	NA	2	Gbeta1	Normal	-0.0446384868906664
26S proteasome non-ATPase regulatory subunit 6 OS=Dictyostelium discoideum GN=psmD6 PE=2 SV=1	sp|Q55C75|PSMD6_DICDI	44	NA	5	Gbeta1	Normal	-0.0900282889988774
50S ribosomal protein L6.	sp|P0AG55|RL6_ECOLI	19	NA	6	Gbeta1	Normal	0.0461411173257556
Proteasome subunit beta type-7 OS=Dictyostelium discoideum GN=psmB7 PE=3 SV=1	sp|Q54QR2|PSB7_DICDI	29	NA	11	Gbeta1	Normal	0.250395226812705
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0188978 PE=1 SV=1	tr|Q54FU0|Q54FU0_DICDI	16	NA	7	Gbeta1	Normal	0.0688360183798611
Inorganic pyrophosphatase OS=Dictyostelium discoideum GN=ppa1 PE=1 SV=1	sp|Q54PV8|IPYR_DICDI	31	TRUE	15	Gbeta1	Normal	0.0688360183798611
Probable 6-phosphogluconolactonase OS=Dictyostelium discoideum GN=pgl PE=3 SV=1	sp|Q54CJ3|6PGL_DICDI	27	NA	7	Gbeta1	Normal	0.136920721542178
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0205217 PE=4 SV=1	tr|Q54VB8|Q54VB8_DICDI	33	NA	20	Gbeta1	Normal	0.341174831029127
Rho-related protein rac1A OS=Dictyostelium discoideum GN=rac1A PE=1 SV=2	sp|P34144|RAC1A_DICDI	22	NA	8	Gbeta1	Normal	-0.271587497431721
UPF0553 protein OS=Dictyostelium discoideum GN=DDB_G0288723 PE=3 SV=1	sp|Q54II8|U553_DICDI	38	TRUE	0	Gbeta1	Normal	-0.0446384868906664
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0205008 PE=4 SV=1	tr|Q54RW1|Q54RW1_DICDI	48	NA	2	Gbeta1	Normal	0.0234462162716501
Endothelial monocyte-activating polypeptide II pro-EMAP II family protein OS=Dictyostelium discoideum GN=DDB_G0291926 PE=4 SV=1	tr|Q54DX3|Q54DX3_DICDI	41	NA	6	Gbeta1	Normal	-0.0673333879447719
GDP-L-fucose synthetase OS=Dictyostelium discoideum GN=ger PE=3 SV=1	sp|Q55C77|FCL_DICDI	36	NA	3	Gbeta1	Normal	-0.0219435858365609
Coproporphyrinogen-III oxidase OS=Dictyostelium discoideum GN=cpox PE=3 SV=1	sp|Q54IA7|HEM6_DICDI	38	NA	0	Gbeta1	Normal	-0.22619769532351
Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Dictyostelium discoideum GN=scsC PE=3 SV=1	sp|Q55AI5|SUCB1_DICDI	48	NA	0	Gbeta1	Normal	-0.0900282889988774
Serine/threonine-protein phosphatase 6 catalytic subunit OS=Dictyostelium discoideum GN=ppp6c PE=2 SV=2	sp|Q9U9A3|PPP6_DICDI	35	TRUE	0	Gbeta1	Normal	-0.135418091107088
Isobutyryl-CoA dehydrogenase, mitochondrial OS=Dictyostelium discoideum GN=acad8 PE=3 SV=1	sp|Q54IM8|ACAD8_DICDI	46	NA	0	Gbeta1	Normal	-0.0900282889988774
Arginine biosynthesis bifunctional protein argJ, mitochondrial OS=Dictyostelium discoideum GN=argJ PE=3 SV=1	sp|Q54DY1|ARGJ_DICDI	48	NA	4	Gbeta1	Normal	0.0688360183798611
Ethanolamine-phosphate cytidylyltransferase OS=Dictyostelium discoideum GN=pctA PE=1 SV=1	sp|Q55BZ4|PCY2_DICDI	40	NA	3	Gbeta1	Normal	-0.0673333879447719
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0184469 PE=3 SV=1	tr|Q54D03|Q54D03_DICDI	32	NA	6	Gbeta1	Normal	0.0461411173257556
Xaa-Pro dipeptidase OS=Dictyostelium discoideum GN=pepd PE=3 SV=1	sp|Q55E60|PEPD_DICDI	56	NA	0	Gbeta1	Normal	-0.248892596377616
Phosphoglycerate kinase (EC 2.7.2.3).	sp|P0A799|PGK_ECOLI	41	NA	4	Gbeta1	Normal	0.0461411173257556
Fructose-1,6-bisphosphatase OS=Dictyostelium discoideum GN=fbp PE=3 SV=1	sp|Q6RYT0|F16P_DICDI	38	NA	2	Gbeta1	Normal	0.0461411173257556
